year;city_code;product_type;product;destinated_area,
01/01/1989;878bd5338ba55697;temporary;Sorghum;,
01/01/1989;c118b149223ba711;temporary;Rice;,
01/01/1989;c118b149223ba711;temporary;Beans;,
01/01/1989;c118b149223ba711;temporary;Cassava;,
01/01/1989;c118b149223ba711;temporary;Corn;,
01/01/1989;c118b149223ba711;temporary;Soy;,
01/01/1989;c118b149223ba711;temporary;Sorghum;,
01/01/1989;c129d0cd5f1afd51;temporary;Rice;350,
01/01/1989;c129d0cd5f1afd51;temporary;Beans;3,
01/01/1989;c129d0cd5f1afd51;temporary;Cassava;500,
01/01/1989;c129d0cd5f1afd51;temporary;Corn;350,
01/01/1989;c129d0cd5f1afd51;temporary;Soy;,
01/01/1989;c129d0cd5f1afd51;temporary;Sorghum;,
01/01/1989;70a4c62beba3c168;temporary;Rice;1200,
01/01/1989;70a4c62beba3c168;temporary;Beans;50,
01/01/1989;70a4c62beba3c168;temporary;Cassava;2300,
01/01/1989;70a4c62beba3c168;temporary;Corn;1200,
01/01/1989;70a4c62beba3c168;temporary;Soy;,
01/01/1989;70a4c62beba3c168;temporary;Sorghum;,
01/01/1989;20589298110cd872;temporary;Rice;,
01/01/1989;20589298110cd872;temporary;Beans;,
01/01/1989;20589298110cd872;temporary;Cassava;,
01/01/1989;20589298110cd872;temporary;Corn;,
01/01/1989;20589298110cd872;temporary;Soy;,
01/01/1989;20589298110cd872;temporary;Sorghum;,
01/01/1989;7e56bd83460aabc7;temporary;Rice;1500,
01/01/1989;7e56bd83460aabc7;temporary;Beans;2980,
01/01/1989;7e56bd83460aabc7;temporary;Cassava;2000,
01/01/1989;7e56bd83460aabc7;temporary;Corn;4500,
01/01/1989;7e56bd83460aabc7;temporary;Soy;,
01/01/1989;7e56bd83460aabc7;temporary;Sorghum;,
01/01/1989;c0019c9a4b4819f2;temporary;Rice;,
01/01/1989;c0019c9a4b4819f2;temporary;Beans;,
01/01/1989;c0019c9a4b4819f2;temporary;Cassava;,
01/01/1989;c0019c9a4b4819f2;temporary;Corn;,
01/01/1989;c0019c9a4b4819f2;temporary;Soy;,
01/01/1989;c0019c9a4b4819f2;temporary;Sorghum;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Rice;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Beans;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Cassava;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Corn;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Soy;,
01/01/1989;d6ffd6d7dfe22d57;temporary;Sorghum;,
01/01/1989;3cf541a13002d37b;temporary;Rice;,
01/01/1989;3cf541a13002d37b;temporary;Beans;,
01/01/1989;3cf541a13002d37b;temporary;Cassava;,
01/01/1989;3cf541a13002d37b;temporary;Corn;,
01/01/1989;3cf541a13002d37b;temporary;Soy;,
01/01/1989;3cf541a13002d37b;temporary;Sorghum;,
01/01/1989;11b6622567f98f3b;temporary;Rice;200,
01/01/1989;11b6622567f98f3b;temporary;Beans;200,
01/01/1989;11b6622567f98f3b;temporary;Cassava;3000,
01/01/1989;11b6622567f98f3b;temporary;Corn;3100,
01/01/1989;11b6622567f98f3b;temporary;Soy;,
01/01/1989;11b6622567f98f3b;temporary;Sorghum;,
01/01/1989;77c880feff17c521;temporary;Rice;,
01/01/1989;77c880feff17c521;temporary;Beans;,
01/01/1989;77c880feff17c521;temporary;Cassava;,
01/01/1989;77c880feff17c521;temporary;Corn;,
01/01/1989;77c880feff17c521;temporary;Soy;,
01/01/1989;77c880feff17c521;temporary;Sorghum;,
01/01/1989;3fdbc27a4bed0deb;temporary;Rice;,
01/01/1989;3fdbc27a4bed0deb;temporary;Beans;,
01/01/1989;3fdbc27a4bed0deb;temporary;Cassava;,
01/01/1989;3fdbc27a4bed0deb;temporary;Corn;,
01/01/1989;3fdbc27a4bed0deb;temporary;Soy;,
01/01/1989;3fdbc27a4bed0deb;temporary;Sorghum;,
01/01/1989;74d75dde6dc4a5ec;temporary;Rice;200,
01/01/1989;74d75dde6dc4a5ec;temporary;Beans;62,
01/01/1989;74d75dde6dc4a5ec;temporary;Cassava;2500,
01/01/1989;74d75dde6dc4a5ec;temporary;Corn;630,
01/01/1989;74d75dde6dc4a5ec;temporary;Soy;,
01/01/1989;74d75dde6dc4a5ec;temporary;Sorghum;,
01/01/1989;44d800c11a5f3bfa;temporary;Rice;295,
01/01/1989;44d800c11a5f3bfa;temporary;Beans;20,
01/01/1989;44d800c11a5f3bfa;temporary;Cassava;837,
01/01/1989;44d800c11a5f3bfa;temporary;Corn;200,
01/01/1989;44d800c11a5f3bfa;temporary;Soy;,
01/01/1989;44d800c11a5f3bfa;temporary;Sorghum;,
01/01/1989;b73e63cd3a2904c9;temporary;Rice;80,
01/01/1989;b73e63cd3a2904c9;temporary;Beans;90,
01/01/1989;b73e63cd3a2904c9;temporary;Cassava;2700,
01/01/1989;b73e63cd3a2904c9;temporary;Corn;400,
01/01/1989;b73e63cd3a2904c9;temporary;Soy;,
01/01/1989;b73e63cd3a2904c9;temporary;Sorghum;,
01/01/1989;03e477d4ede00e89;temporary;Rice;200,
01/01/1989;03e477d4ede00e89;temporary;Beans;350,
01/01/1989;03e477d4ede00e89;temporary;Cassava;1650,
01/01/1989;03e477d4ede00e89;temporary;Corn;500,
01/01/1989;03e477d4ede00e89;temporary;Soy;,
01/01/1989;03e477d4ede00e89;temporary;Sorghum;,
01/01/1989;855f882ce507aba5;temporary;Rice;5135,
01/01/1989;855f882ce507aba5;temporary;Beans;2050,
01/01/1989;855f882ce507aba5;temporary;Cassava;225,
01/01/1989;855f882ce507aba5;temporary;Corn;6000,
01/01/1989;855f882ce507aba5;temporary;Soy;,
01/01/1989;855f882ce507aba5;temporary;Sorghum;,
01/01/1989;ae345f007f327b22;temporary;Rice;15500,
01/01/1989;ae345f007f327b22;temporary;Beans;1600,
01/01/1989;ae345f007f327b22;temporary;Cassava;9000,
01/01/1989;ae345f007f327b22;temporary;Corn;10600,
01/01/1989;ae345f007f327b22;temporary;Soy;,
01/01/1989;ae345f007f327b22;temporary;Sorghum;,
01/01/1989;f4612b8b5a8223b5;temporary;Rice;,
01/01/1989;f4612b8b5a8223b5;temporary;Beans;,
01/01/1989;f4612b8b5a8223b5;temporary;Cassava;,
01/01/1989;f4612b8b5a8223b5;temporary;Corn;,
01/01/1989;f4612b8b5a8223b5;temporary;Soy;,
01/01/1989;f4612b8b5a8223b5;temporary;Sorghum;,
01/01/1989;8e0eb10270d768f8;temporary;Rice;2500,
01/01/1989;8e0eb10270d768f8;temporary;Beans;,
01/01/1989;8e0eb10270d768f8;temporary;Cassava;7000,
01/01/1989;8e0eb10270d768f8;temporary;Corn;2500,
01/01/1989;8e0eb10270d768f8;temporary;Soy;,
01/01/1989;8e0eb10270d768f8;temporary;Sorghum;,
01/01/1989;2a6b10e6e68be90e;temporary;Rice;3000,
01/01/1989;2a6b10e6e68be90e;temporary;Beans;2100,
01/01/1989;2a6b10e6e68be90e;temporary;Cassava;1800,
01/01/1989;2a6b10e6e68be90e;temporary;Corn;3600,
01/01/1989;2a6b10e6e68be90e;temporary;Soy;,
01/01/1989;2a6b10e6e68be90e;temporary;Sorghum;,
01/01/1989;18e37d24ff8517ef;temporary;Rice;,
01/01/1989;18e37d24ff8517ef;temporary;Beans;,
01/01/1989;18e37d24ff8517ef;temporary;Cassava;,
01/01/1989;18e37d24ff8517ef;temporary;Corn;,
01/01/1989;18e37d24ff8517ef;temporary;Soy;,
01/01/1989;18e37d24ff8517ef;temporary;Sorghum;,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Rice;20,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Beans;170,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Cassava;350,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Corn;500,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Soy;,
01/01/1989;6a7b8c3ab2bc6c38;temporary;Sorghum;,
01/01/1989;7926ffd2861f8dbc;temporary;Rice;,
01/01/1989;7926ffd2861f8dbc;temporary;Beans;,
01/01/1989;7926ffd2861f8dbc;temporary;Cassava;,
01/01/1989;7926ffd2861f8dbc;temporary;Corn;,
01/01/1989;7926ffd2861f8dbc;temporary;Soy;,
01/01/1989;7926ffd2861f8dbc;temporary;Sorghum;,
01/01/1989;783dbed4df67af9f;temporary;Rice;,
01/01/1989;783dbed4df67af9f;temporary;Beans;,
01/01/1989;783dbed4df67af9f;temporary;Cassava;,
01/01/1989;783dbed4df67af9f;temporary;Corn;,
01/01/1989;783dbed4df67af9f;temporary;Soy;,
01/01/1989;783dbed4df67af9f;temporary;Sorghum;,
01/01/1989;b4bb04d2a6472ea0;temporary;Rice;35,
01/01/1989;b4bb04d2a6472ea0;temporary;Beans;110,
01/01/1989;b4bb04d2a6472ea0;temporary;Cassava;70,
01/01/1989;b4bb04d2a6472ea0;temporary;Corn;15,
01/01/1989;b4bb04d2a6472ea0;temporary;Soy;,
01/01/1989;b4bb04d2a6472ea0;temporary;Sorghum;,
01/01/1989;d42d0e216f57b2ae;temporary;Rice;,
01/01/1989;d42d0e216f57b2ae;temporary;Beans;,
01/01/1989;d42d0e216f57b2ae;temporary;Cassava;,
01/01/1989;d42d0e216f57b2ae;temporary;Corn;,
01/01/1989;d42d0e216f57b2ae;temporary;Soy;,
01/01/1989;d42d0e216f57b2ae;temporary;Sorghum;,
01/01/1989;a1b03f0e4d79b4fe;temporary;Rice;210,
01/01/1989;a1b03f0e4d79b4fe;temporary;Beans;40,
01/01/1989;a1b03f0e4d79b4fe;temporary;Cassava;305,
01/01/1989;a1b03f0e4d79b4fe;temporary;Corn;475,
01/01/1989;a1b03f0e4d79b4fe;temporary;Soy;,
01/01/1989;a1b03f0e4d79b4fe;temporary;Sorghum;,
01/01/1989;6471ede39ca61b39;temporary;Rice;3000,
01/01/1989;6471ede39ca61b39;temporary;Beans;88,
01/01/1989;6471ede39ca61b39;temporary;Cassava;650,
01/01/1989;6471ede39ca61b39;temporary;Corn;500,
01/01/1989;6471ede39ca61b39;temporary;Soy;,
01/01/1989;6471ede39ca61b39;temporary;Sorghum;,
01/01/1989;f3c2cc112eb0e6fe;temporary;Rice;10,
01/01/1989;f3c2cc112eb0e6fe;temporary;Beans;840,
01/01/1989;f3c2cc112eb0e6fe;temporary;Cassava;800,
01/01/1989;f3c2cc112eb0e6fe;temporary;Corn;600,
01/01/1989;f3c2cc112eb0e6fe;temporary;Soy;,
01/01/1989;f3c2cc112eb0e6fe;temporary;Sorghum;,
01/01/1989;9ce50fa197613de1;temporary;Rice;,
01/01/1989;9ce50fa197613de1;temporary;Beans;,
01/01/1989;9ce50fa197613de1;temporary;Cassava;,
01/01/1989;9ce50fa197613de1;temporary;Corn;,
01/01/1989;9ce50fa197613de1;temporary;Soy;,
01/01/1989;9ce50fa197613de1;temporary;Sorghum;,
01/01/1989;807c5037e6993f2c;temporary;Rice;10000,
01/01/1989;807c5037e6993f2c;temporary;Beans;1600,
01/01/1989;807c5037e6993f2c;temporary;Cassava;200,
01/01/1989;807c5037e6993f2c;temporary;Corn;12000,
01/01/1989;807c5037e6993f2c;temporary;Soy;,
01/01/1989;782568ced6ad8838;temporary;Rice;3450,
01/01/1989;782568ced6ad8838;temporary;Beans;250,
01/01/1989;782568ced6ad8838;temporary;Cassava;250,
01/01/1989;782568ced6ad8838;temporary;Corn;4000,
01/01/1989;782568ced6ad8838;temporary;Soy;,
01/01/1989;51db62cb09adc2e8;temporary;Rice;3600,
01/01/1989;51db62cb09adc2e8;temporary;Beans;400,
01/01/1989;51db62cb09adc2e8;temporary;Cassava;2200,
01/01/1989;51db62cb09adc2e8;temporary;Corn;2500,
01/01/1989;51db62cb09adc2e8;temporary;Soy;,
01/01/1989;51db62cb09adc2e8;temporary;Sorghum;,
01/01/1989;bce36d2f8aa39d8b;temporary;Rice;1100,
01/01/1989;bce36d2f8aa39d8b;temporary;Beans;345,
01/01/1989;bce36d2f8aa39d8b;temporary;Cassava;1000,
01/01/1989;bce36d2f8aa39d8b;temporary;Corn;720,
01/01/1989;bce36d2f8aa39d8b;temporary;Soy;,
01/01/1989;bce36d2f8aa39d8b;temporary;Sorghum;,
01/01/1989;3a8618990d23351f;temporary;Rice;20,
01/01/1989;3a8618990d23351f;temporary;Beans;50,
01/01/1989;3a8618990d23351f;temporary;Cassava;150,
01/01/1989;3a8618990d23351f;temporary;Corn;30,
01/01/1989;3a8618990d23351f;temporary;Soy;,
01/01/1989;3a8618990d23351f;temporary;Sorghum;,
01/01/1989;20e241460ce4140d;temporary;Rice;,
01/01/1989;20e241460ce4140d;temporary;Beans;,
01/01/1989;20e241460ce4140d;temporary;Cassava;155,
01/01/1989;20e241460ce4140d;temporary;Corn;30,
01/01/1989;20e241460ce4140d;temporary;Soy;,
01/01/1989;20e241460ce4140d;temporary;Sorghum;,
01/01/1989;857b720c7c979ae1;temporary;Rice;,
01/01/1989;857b720c7c979ae1;temporary;Beans;,
01/01/1989;857b720c7c979ae1;temporary;Cassava;,
01/01/1989;857b720c7c979ae1;temporary;Corn;,
01/01/1989;857b720c7c979ae1;temporary;Soy;,
01/01/1989;857b720c7c979ae1;temporary;Sorghum;,
01/01/1989;505ceb6546aa8435;temporary;Rice;,
01/01/1989;505ceb6546aa8435;temporary;Beans;100,
01/01/1989;505ceb6546aa8435;temporary;Cassava;195,
01/01/1989;505ceb6546aa8435;temporary;Corn;100,
01/01/1989;505ceb6546aa8435;temporary;Soy;,
01/01/1989;505ceb6546aa8435;temporary;Sorghum;,
01/01/1989;abcadd700f8948e3;temporary;Rice;,
01/01/1989;abcadd700f8948e3;temporary;Beans;,
01/01/1989;abcadd700f8948e3;temporary;Cassava;,
01/01/1989;abcadd700f8948e3;temporary;Corn;,
01/01/1989;abcadd700f8948e3;temporary;Soy;,
01/01/1989;abcadd700f8948e3;temporary;Sorghum;,
01/01/1989;cdc89121a4b9478b;temporary;Rice;2200,
01/01/1989;cdc89121a4b9478b;temporary;Beans;75,
01/01/1989;cdc89121a4b9478b;temporary;Cassava;600,
01/01/1989;cdc89121a4b9478b;temporary;Corn;300,
01/01/1989;cdc89121a4b9478b;temporary;Soy;,
01/01/1989;cdc89121a4b9478b;temporary;Sorghum;,
01/01/1989;a454a6655aaaaaed;temporary;Rice;300,
01/01/1989;a454a6655aaaaaed;temporary;Beans;500,
01/01/1989;a454a6655aaaaaed;temporary;Cassava;2500,
01/01/1989;a454a6655aaaaaed;temporary;Corn;1710,
01/01/1989;a454a6655aaaaaed;temporary;Soy;,
01/01/1989;a454a6655aaaaaed;temporary;Sorghum;,
01/01/1989;6f911ef231b0efa7;temporary;Rice;5500,
01/01/1989;6f911ef231b0efa7;temporary;Beans;188,
01/01/1989;6f911ef231b0efa7;temporary;Cassava;1320,
01/01/1989;6f911ef231b0efa7;temporary;Corn;5000,
01/01/1989;6f911ef231b0efa7;temporary;Soy;,
01/01/1989;6f911ef231b0efa7;temporary;Sorghum;,
01/01/1989;1bd7145ed1da044a;temporary;Rice;3500,
01/01/1989;1bd7145ed1da044a;temporary;Beans;3000,
01/01/1989;1bd7145ed1da044a;temporary;Cassava;10000,
01/01/1989;1bd7145ed1da044a;temporary;Corn;4200,
01/01/1989;1bd7145ed1da044a;temporary;Soy;,
01/01/1989;1bd7145ed1da044a;temporary;Sorghum;,
01/01/1989;07ed828db19fe8ca;temporary;Rice;1000,
01/01/1989;07ed828db19fe8ca;temporary;Beans;170,
01/01/1989;07ed828db19fe8ca;temporary;Cassava;815,
01/01/1989;07ed828db19fe8ca;temporary;Corn;900,
01/01/1989;07ed828db19fe8ca;temporary;Soy;,
01/01/1989;07ed828db19fe8ca;temporary;Sorghum;,
01/01/1989;841ef18dcb3dbc3e;temporary;Rice;120,
01/01/1989;841ef18dcb3dbc3e;temporary;Beans;60,
01/01/1989;841ef18dcb3dbc3e;temporary;Cassava;830,
01/01/1989;841ef18dcb3dbc3e;temporary;Corn;136,
01/01/1989;841ef18dcb3dbc3e;temporary;Soy;,
01/01/1989;841ef18dcb3dbc3e;temporary;Sorghum;,
01/01/1989;437130e27b6165ec;temporary;Rice;350,
01/01/1989;437130e27b6165ec;temporary;Beans;180,
01/01/1989;437130e27b6165ec;temporary;Cassava;1205,
01/01/1989;437130e27b6165ec;temporary;Corn;350,
01/01/1989;437130e27b6165ec;temporary;Soy;,
01/01/1989;437130e27b6165ec;temporary;Sorghum;,
01/01/1989;fda49275fbf5caf6;temporary;Rice;,
01/01/1989;fda49275fbf5caf6;temporary;Beans;,
01/01/1989;fda49275fbf5caf6;temporary;Cassava;,
01/01/1989;fda49275fbf5caf6;temporary;Corn;,
01/01/1989;fda49275fbf5caf6;temporary;Soy;,
01/01/1989;fda49275fbf5caf6;temporary;Sorghum;,
01/01/1989;2631530645ac2ec8;temporary;Rice;1000,
01/01/1989;2631530645ac2ec8;temporary;Beans;580,
01/01/1989;2631530645ac2ec8;temporary;Cassava;8000,
01/01/1989;2631530645ac2ec8;temporary;Corn;12000,
01/01/1989;2631530645ac2ec8;temporary;Soy;,
01/01/1989;2631530645ac2ec8;temporary;Sorghum;,
01/01/1989;0ea136556d12fc16;temporary;Rice;6000,
01/01/1989;0ea136556d12fc16;temporary;Beans;1425,
01/01/1989;0ea136556d12fc16;temporary;Cassava;1360,
01/01/1989;0ea136556d12fc16;temporary;Corn;18000,
01/01/1989;0ea136556d12fc16;temporary;Soy;,
01/01/1989;0ea136556d12fc16;temporary;Sorghum;,
01/01/1989;ba4547c678a9a2e6;temporary;Rice;450,
01/01/1989;ba4547c678a9a2e6;temporary;Beans;150,
01/01/1989;ba4547c678a9a2e6;temporary;Cassava;1760,
01/01/1989;ba4547c678a9a2e6;temporary;Corn;550,
01/01/1989;ba4547c678a9a2e6;temporary;Soy;,
01/01/1989;ba4547c678a9a2e6;temporary;Sorghum;,
01/01/1989;50a2afbdc678a65f;temporary;Rice;9100,
01/01/1989;50a2afbdc678a65f;temporary;Beans;7000,
01/01/1989;50a2afbdc678a65f;temporary;Cassava;7000,
01/01/1989;50a2afbdc678a65f;temporary;Corn;16000,
01/01/1989;50a2afbdc678a65f;temporary;Soy;,
01/01/1989;50a2afbdc678a65f;temporary;Sorghum;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Rice;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Beans;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Cassava;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Corn;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Soy;,
01/01/1989;d0f5f5b9fcecb0d8;temporary;Sorghum;,
01/01/1989;56aa50429893f5ca;temporary;Rice;10,
01/01/1989;56aa50429893f5ca;temporary;Beans;50,
01/01/1989;56aa50429893f5ca;temporary;Cassava;300,
01/01/1989;56aa50429893f5ca;temporary;Corn;300,
01/01/1989;56aa50429893f5ca;temporary;Soy;,
01/01/1989;56aa50429893f5ca;temporary;Sorghum;,
01/01/1989;18fb5197aa553b9c;temporary;Rice;2000,
01/01/1989;18fb5197aa553b9c;temporary;Beans;350,
01/01/1989;18fb5197aa553b9c;temporary;Cassava;780,
01/01/1989;18fb5197aa553b9c;temporary;Corn;1650,
01/01/1989;18fb5197aa553b9c;temporary;Sorghum;,
01/01/1989;72b65b337fc5302a;temporary;Rice;30,
01/01/1989;72b65b337fc5302a;temporary;Beans;250,
01/01/1989;72b65b337fc5302a;temporary;Cassava;800,
01/01/1989;72b65b337fc5302a;temporary;Corn;300,
01/01/1989;72b65b337fc5302a;temporary;Soy;,
01/01/1989;72b65b337fc5302a;temporary;Sorghum;,
01/01/1989;a245de687a867003;temporary;Rice;,
01/01/1989;a245de687a867003;temporary;Beans;,
01/01/1989;a245de687a867003;temporary;Cassava;,
01/01/1989;a245de687a867003;temporary;Corn;,
01/01/1989;a245de687a867003;temporary;Soy;,
01/01/1989;a245de687a867003;temporary;Sorghum;,
01/01/1989;9bc907eeb9e3fc52;temporary;Rice;,
01/01/1989;9bc907eeb9e3fc52;temporary;Beans;,
01/01/1989;9bc907eeb9e3fc52;temporary;Cassava;,
01/01/1989;9bc907eeb9e3fc52;temporary;Corn;,
01/01/1989;9bc907eeb9e3fc52;temporary;Soy;,
01/01/1989;9bc907eeb9e3fc52;temporary;Sorghum;,
01/01/1989;fae378a53734da72;temporary;Rice;3400,
01/01/1989;fae378a53734da72;temporary;Beans;260,
01/01/1989;fae378a53734da72;temporary;Cassava;900,
01/01/1989;fae378a53734da72;temporary;Corn;2350,
01/01/1989;fae378a53734da72;temporary;Soy;,
01/01/1989;fae378a53734da72;temporary;Sorghum;,
01/01/1989;09791645137aa877;temporary;Rice;13,
01/01/1989;09791645137aa877;temporary;Beans;,
01/01/1989;09791645137aa877;temporary;Cassava;,
01/01/1989;09791645137aa877;temporary;Corn;,
01/01/1989;09791645137aa877;temporary;Soy;,
01/01/1989;09791645137aa877;temporary;Sorghum;,
01/01/1989;be4424aa54f8d2ae;temporary;Rice;410,
01/01/1989;be4424aa54f8d2ae;temporary;Beans;20,
01/01/1989;be4424aa54f8d2ae;temporary;Cassava;200,
01/01/1989;be4424aa54f8d2ae;temporary;Corn;360,
01/01/1989;be4424aa54f8d2ae;temporary;Soy;,
01/01/1989;be4424aa54f8d2ae;temporary;Sorghum;,
01/01/1989;60982e0f7928740a;temporary;Rice;,
01/01/1989;60982e0f7928740a;temporary;Beans;,
01/01/1989;60982e0f7928740a;temporary;Cassava;,
01/01/1989;60982e0f7928740a;temporary;Corn;,
01/01/1989;60982e0f7928740a;temporary;Soy;,
01/01/1989;60982e0f7928740a;temporary;Sorghum;,
01/01/1989;07ce2e79e19977e9;temporary;Rice;,
01/01/1989;07ce2e79e19977e9;temporary;Beans;,
01/01/1989;07ce2e79e19977e9;temporary;Cassava;,
01/01/1989;07ce2e79e19977e9;temporary;Corn;,
01/01/1989;07ce2e79e19977e9;temporary;Soy;,
01/01/1989;07ce2e79e19977e9;temporary;Sorghum;,
01/01/1989;205ccde9be499e17;temporary;Rice;500,
01/01/1989;205ccde9be499e17;temporary;Beans;150,
01/01/1989;205ccde9be499e17;temporary;Cassava;1000,
01/01/1989;205ccde9be499e17;temporary;Corn;500,
01/01/1989;205ccde9be499e17;temporary;Soy;,
01/01/1989;205ccde9be499e17;temporary;Sorghum;,
01/01/1989;cead2cbd1f8f0b86;temporary;Rice;,
01/01/1989;cead2cbd1f8f0b86;temporary;Beans;,
01/01/1989;cead2cbd1f8f0b86;temporary;Cassava;,
01/01/1989;cead2cbd1f8f0b86;temporary;Corn;,
01/01/1989;cead2cbd1f8f0b86;temporary;Soy;,
01/01/1989;cead2cbd1f8f0b86;temporary;Sorghum;,
01/01/1989;80e8ffb027590a74;temporary;Rice;,
01/01/1989;80e8ffb027590a74;temporary;Beans;,
01/01/1989;80e8ffb027590a74;temporary;Cassava;,
01/01/1989;80e8ffb027590a74;temporary;Corn;,
01/01/1989;80e8ffb027590a74;temporary;Soy;,
01/01/1989;80e8ffb027590a74;temporary;Sorghum;,
01/01/1989;164c8953d3af2bbe;temporary;Rice;1500,
01/01/1989;164c8953d3af2bbe;temporary;Beans;720,
01/01/1989;164c8953d3af2bbe;temporary;Cassava;300,
01/01/1989;164c8953d3af2bbe;temporary;Corn;6000,
01/01/1989;164c8953d3af2bbe;temporary;Soy;,
01/01/1989;164c8953d3af2bbe;temporary;Sorghum;,
01/01/1989;f1fd357c5adaa8dc;temporary;Rice;2000,
01/01/1989;f1fd357c5adaa8dc;temporary;Beans;222,
01/01/1989;f1fd357c5adaa8dc;temporary;Cassava;400,
01/01/1989;f1fd357c5adaa8dc;temporary;Corn;200,
01/01/1989;f1fd357c5adaa8dc;temporary;Soy;,
01/01/1989;f1fd357c5adaa8dc;temporary;Sorghum;,
01/01/1989;8a4ab531676691da;temporary;Rice;,
01/01/1989;8a4ab531676691da;temporary;Beans;,
01/01/1989;8a4ab531676691da;temporary;Cassava;,
01/01/1989;8a4ab531676691da;temporary;Corn;,
01/01/1989;8a4ab531676691da;temporary;Soy;,
01/01/1989;8a4ab531676691da;temporary;Sorghum;,
01/01/1989;be8a37473dc63db0;temporary;Rice;4920,
01/01/1989;be8a37473dc63db0;temporary;Beans;2250,
01/01/1989;be8a37473dc63db0;temporary;Cassava;3600,
01/01/1989;be8a37473dc63db0;temporary;Corn;3000,
01/01/1989;be8a37473dc63db0;temporary;Soy;,
01/01/1989;be8a37473dc63db0;temporary;Sorghum;,
01/01/1989;c45d8ddba643c0d7;temporary;Rice;390,
01/01/1989;c45d8ddba643c0d7;temporary;Beans;65,
01/01/1989;c45d8ddba643c0d7;temporary;Cassava;1170,
01/01/1989;c45d8ddba643c0d7;temporary;Corn;175,
01/01/1989;c45d8ddba643c0d7;temporary;Soy;,
01/01/1989;c45d8ddba643c0d7;temporary;Sorghum;,
01/01/1989;ad622472210b0b57;temporary;Rice;1355,
01/01/1989;ad622472210b0b57;temporary;Beans;200,
01/01/1989;ad622472210b0b57;temporary;Cassava;8280,
01/01/1989;ad622472210b0b57;temporary;Corn;1000,
01/01/1989;ad622472210b0b57;temporary;Soy;,
01/01/1989;ad622472210b0b57;temporary;Sorghum;,
01/01/1989;b0e4b4b27117562a;temporary;Rice;,
01/01/1989;b0e4b4b27117562a;temporary;Beans;,
01/01/1989;b0e4b4b27117562a;temporary;Cassava;,
01/01/1989;b0e4b4b27117562a;temporary;Corn;,
01/01/1989;b0e4b4b27117562a;temporary;Soy;,
01/01/1989;b0e4b4b27117562a;temporary;Sorghum;,
01/01/1989;64a227aa24370b17;temporary;Rice;4900,
01/01/1989;64a227aa24370b17;temporary;Beans;5400,
01/01/1989;64a227aa24370b17;temporary;Cassava;12000,
01/01/1989;64a227aa24370b17;temporary;Corn;27000,
01/01/1989;64a227aa24370b17;temporary;Soy;,
01/01/1989;64a227aa24370b17;temporary;Sorghum;,
01/01/1988;960b4f2c94a2fb2c;temporary;Rice;290,
01/01/1988;960b4f2c94a2fb2c;temporary;Beans;,
01/01/1988;960b4f2c94a2fb2c;temporary;Cassava;2100,
01/01/1988;960b4f2c94a2fb2c;temporary;Corn;200,
01/01/1988;960b4f2c94a2fb2c;temporary;Soy;,
01/01/1988;960b4f2c94a2fb2c;temporary;Sorghum;,
01/01/1988;746cc42bfb8f6b62;temporary;Rice;,
01/01/1988;746cc42bfb8f6b62;temporary;Beans;,
01/01/1988;746cc42bfb8f6b62;temporary;Cassava;,
01/01/1988;746cc42bfb8f6b62;temporary;Corn;,
01/01/1988;746cc42bfb8f6b62;temporary;Sorghum;,
01/01/1988;6cce2bf873870afc;temporary;Rice;2400,
01/01/1988;6cce2bf873870afc;temporary;Beans;152,
01/01/1988;6cce2bf873870afc;temporary;Cassava;2500,
01/01/1988;6cce2bf873870afc;temporary;Corn;2400,
01/01/1988;6cce2bf873870afc;temporary;Soy;,
01/01/1988;6cce2bf873870afc;temporary;Sorghum;,
01/01/1988;4de42e351006a2ae;temporary;Rice;60,
01/01/1988;4de42e351006a2ae;temporary;Beans;45,
01/01/1988;4de42e351006a2ae;temporary;Cassava;9,
01/01/1988;4de42e351006a2ae;temporary;Corn;80,
01/01/1988;4de42e351006a2ae;temporary;Soy;,
01/01/1988;4de42e351006a2ae;temporary;Sorghum;,
01/01/1988;5b6072f8f6d37acc;temporary;Rice;,
01/01/1988;5b6072f8f6d37acc;temporary;Beans;,
01/01/1988;5b6072f8f6d37acc;temporary;Cassava;,
01/01/1988;5b6072f8f6d37acc;temporary;Corn;,
01/01/1988;5b6072f8f6d37acc;temporary;Soy;,
01/01/1988;5b6072f8f6d37acc;temporary;Sorghum;,
01/01/1988;eac302b92f87d9ca;temporary;Rice;1000,
01/01/1988;eac302b92f87d9ca;temporary;Beans;1900,
